restaurant_id,dish_id,order_date,quantity,restaurant_name,location,cuisine,partner_id,dish_name,category,price,partner_name,rating
129,191,2025-01-20,2,Armstrong LLC,New Robert,Mexican,20,rise,Dessert,28,Maxwell-Johnson,1.3
50,345,2025-02-12,1,"Evans, Murphy and Perkins",South Michael,Indian,28,reflect,Appetizer,10,"Edwards, Young and Lynch",4.8
37,397,2025-01-29,4,Palmer-Christian,Thomasville,Italian,21,country,Dessert,17,Scott PLC,1.6
227,206,2025-02-13,2,Wilson-Guzman,Floresstad,Mexican,14,trade,Dessert,11,Koch-Lewis,4.5
168,69,2025-01-03,1,Miller-Conner,Griffinport,Mexican,19,food,Main,13,Lara and Sons,2.0
5,336,2025-01-14,1,Preston Inc,West Amy,Italian,25,treat,Dessert,15,Sullivan-Lee,4.7
137,211,2025-01-26,4,Ryan Group,Dixonfurt,Chinese,18,fill,Dessert,49,"Stephens, Allison and Jordan",2.1
120,220,2025-01-08,1,Turner LLC,Joshuamouth,Indian,13,still,Main,34,Carson and Sons,4.4
150,384,2025-02-03,4,"Payne, Thompson and Burns",West Bobby,Italian,9,three,Dessert,33,Henderson Ltd,3.8
163,387,2025-02-10,4,Arroyo-Alvarez,West Catherine,Chinese,3,machine,Main,26,Rojas-Duncan,2.4
238,23,2025-02-14,1,Hernandez-Brown,Paynemouth,Chinese,30,rest,Dessert,46,Miller-Graham,4.9
273,129,2025-02-04,2,Nelson-Barrera,Kramerstad,Chinese,29,economy,Dessert,20,Hamilton PLC,4.3
194,250,2025-01-03,2,Alexander Inc,Estradastad,Mexican,20,main,Appetizer,48,Maxwell-Johnson,1.3
174,181,2025-01-14,4,Matthews-Curtis,East Mary,Italian,26,program,Main,15,"Fuentes, Mcdaniel and Elliott",4.0
161,285,2025-02-21,4,Weaver-Soto,Yorkport,Italian,28,recent,Dessert,16,"Edwards, Young and Lynch",4.8
289,78,2025-01-14,4,"Wilson, Mcdaniel and Torres",Wesleyshire,Chinese,29,for,Dessert,21,Hamilton PLC,4.3
283,278,2025-02-22,4,Wang and Sons,Lake Lindabury,Italian,11,fly,Main,15,"Cox, Singh and Moore",2.8
9,146,2025-01-09,1,Harris Ltd,Port Jessica,Italian,10,low,Dessert,46,"Garcia, King and Rodriguez",2.4
160,269,2025-02-11,3,Ponce-Montgomery,South Amberside,Indian,9,kind,Dessert,26,Henderson Ltd,3.8
124,124,2025-01-21,2,Gutierrez Inc,Yolandachester,Mexican,8,help,Main,39,Barrett-Perkins,1.5
238,379,2025-01-06,1,Hernandez-Brown,Paynemouth,Chinese,30,body,Main,34,Miller-Graham,4.9
250,361,2025-01-19,4,Greene Inc,New Steven,Mexican,23,magazine,Dessert,29,"Palmer, Webster and Daniels",3.2
171,91,2025-02-09,4,Goodman LLC,West Kristyshire,Indian,21,provide,Appetizer,32,Scott PLC,1.6
216,127,2025-02-12,2,Johnston and Sons,New Anthonyside,Chinese,20,parent,Dessert,35,Maxwell-Johnson,1.3
235,73,2025-01-29,1,Reyes-Lee,Jennamouth,Indian,13,college,Dessert,29,Carson and Sons,4.4
215,306,2025-01-19,4,Valdez LLC,Combsview,Italian,10,red,Main,43,"Garcia, King and Rodriguez",2.4
19,149,2025-01-12,3,"Rowe, Jensen and Howell",Kevinfort,Chinese,25,above,Main,45,Sullivan-Lee,4.7
181,303,2025-01-18,2,Wilson Inc,Andrewton,Indian,10,back,Main,5,"Garcia, King and Rodriguez",2.4
34,192,2025-01-18,3,"Bryan, Ellison and Ryan",Brandyfurt,Italian,26,early,Dessert,42,"Fuentes, Mcdaniel and Elliott",4.0
38,113,2025-01-20,3,"Cisneros, Smith and Clark",North Jacobhaven,Italian,13,tell,Appetizer,36,Carson and Sons,4.4
204,248,2025-01-14,4,"Baker, Daniels and Price",Howardburgh,Chinese,8,moment,Appetizer,46,Barrett-Perkins,1.5
85,263,2025-02-21,2,"Duncan, Ortiz and Baker",Garciamouth,Chinese,29,debate,Main,29,Hamilton PLC,4.3
230,46,2025-02-11,3,Washington PLC,South Victoria,Mexican,26,be,Main,8,"Fuentes, Mcdaniel and Elliott",4.0
225,218,2025-01-19,1,Gould-Barnett,Brianfurt,Indian,27,also,Appetizer,34,"Miller, Rodriguez and Greer",1.8
296,385,2025-01-12,1,Moon-Heath,New Tamara,Italian,1,two,Main,5,Hall and Sons,4.0
28,291,2025-01-03,4,Rubio-Torres,Garciachester,Italian,13,Republican,Dessert,19,Carson and Sons,4.4
259,312,2025-02-17,2,Moss Ltd,Jarvisberg,Indian,27,example,Appetizer,33,"Miller, Rodriguez and Greer",1.8
20,107,2025-01-05,2,Stewart-Sloan,Ferrellfort,Mexican,30,wish,Main,46,Miller-Graham,4.9
118,121,2025-02-12,1,"Brewer, Rhodes and White",Kevinton,Chinese,6,clearly,Dessert,6,"Norton, Rodriguez and Morrison",2.0
230,376,2025-01-01,1,Washington PLC,South Victoria,Mexican,26,identify,Dessert,40,"Fuentes, Mcdaniel and Elliott",4.0
270,277,2025-01-05,2,Jackson LLC,Lake Maryborough,Italian,20,smile,Dessert,6,Maxwell-Johnson,1.3
170,350,2025-01-21,1,Barber PLC,Walterhaven,Mexican,8,off,Main,27,Barrett-Perkins,1.5
256,66,2025-02-01,4,"Flores, Valdez and Kelly",New Holly,Mexican,17,prepare,Dessert,36,Mcdonald Inc,4.7
72,124,2025-02-22,1,Li PLC,Amyport,Italian,23,help,Main,39,"Palmer, Webster and Daniels",3.2
161,286,2025-01-13,4,Weaver-Soto,Yorkport,Italian,28,open,Appetizer,15,"Edwards, Young and Lynch",4.8
282,110,2025-01-20,3,"Holmes, Jones and Castaneda",Weberberg,Indian,19,pass,Main,13,Lara and Sons,2.0
225,290,2025-02-01,1,Gould-Barnett,Brianfurt,Indian,27,dinner,Main,20,"Miller, Rodriguez and Greer",1.8
102,400,2025-01-21,2,Smith-Harrell,Port Ernestfort,Chinese,3,business,Dessert,14,Rojas-Duncan,2.4
78,340,2025-01-13,1,"Austin, Wells and Price",Dylanhaven,Mexican,2,pass,Dessert,14,Diaz-Hernandez,4.7
192,257,2025-01-14,2,Nolan-Nguyen,Collinsfurt,Chinese,1,behind,Main,10,Hall and Sons,4.0
262,357,2025-01-02,1,Wagner and Sons,Floresview,Indian,4,service,Appetizer,32,Donovan-Brock,2.9
161,59,2025-01-03,3,Weaver-Soto,Yorkport,Italian,28,eat,Dessert,42,"Edwards, Young and Lynch",4.8
136,62,2025-01-11,1,"Lewis, Scott and Foley",Thomasland,Indian,28,follow,Main,42,"Edwards, Young and Lynch",4.8
153,115,2025-02-01,3,"Stewart, Fletcher and Ramsey",North Heatherton,Mexican,14,our,Appetizer,14,Koch-Lewis,4.5
73,19,2025-01-03,2,Santos-Williams,Thomaston,Chinese,11,couple,Dessert,12,"Cox, Singh and Moore",2.8
287,323,2025-01-12,2,"Smith, Wells and Stuart",Oscarport,Chinese,25,star,Appetizer,44,Sullivan-Lee,4.7
26,47,2025-02-22,1,"Chapman, Ramos and White",Montgomeryshire,Italian,2,sing,Main,24,Diaz-Hernandez,4.7
56,74,2025-01-22,3,Peters Ltd,North Samanthafort,Indian,6,cup,Appetizer,22,"Norton, Rodriguez and Morrison",2.0
151,152,2025-02-22,2,Smith-Beasley,New Tanya,Italian,2,knowledge,Appetizer,14,Diaz-Hernandez,4.7
294,398,2025-01-24,2,Moore-Hogan,Rayfort,Mexican,15,hot,Appetizer,26,"Cook, Mcgrath and Nash",3.7
33,270,2025-01-28,3,Richards Ltd,Jamesshire,Indian,15,writer,Appetizer,17,"Cook, Mcgrath and Nash",3.7
268,45,2025-01-25,2,Campbell-Murphy,Bryanton,Italian,5,send,Appetizer,23,"Mitchell, Martin and Ellis",1.6
118,275,2025-02-07,3,"Brewer, Rhodes and White",Kevinton,Chinese,6,happy,Dessert,36,"Norton, Rodriguez and Morrison",2.0
270,90,2025-02-09,3,Jackson LLC,Lake Maryborough,Italian,20,suffer,Appetizer,6,Maxwell-Johnson,1.3
286,323,2025-02-17,2,Thompson-Johnston,West Laurenbury,Mexican,15,star,Appetizer,44,"Cook, Mcgrath and Nash",3.7
23,332,2025-02-13,1,Martinez-Diaz,Port Amandafort,Indian,30,figure,Appetizer,11,Miller-Graham,4.9
278,71,2025-02-16,3,Santana PLC,Tarafort,Indian,22,material,Dessert,39,Garner-Russo,4.2
19,180,2025-01-28,3,"Rowe, Jensen and Howell",Kevinfort,Chinese,25,identify,Dessert,21,Sullivan-Lee,4.7
46,287,2025-02-18,1,Thomas Inc,Christineborough,Chinese,22,wife,Dessert,37,Garner-Russo,4.2
248,269,2025-02-16,2,"Cunningham, Smith and Hernandez",North Michele,Indian,16,kind,Dessert,26,Coleman Group,2.0
92,357,2025-01-12,2,Sosa-George,Maldonadoside,Indian,18,service,Appetizer,32,"Stephens, Allison and Jordan",2.1
128,121,2025-01-04,2,"Thomas, Wilson and Stevens",North Michaelshire,Italian,30,clearly,Dessert,6,Miller-Graham,4.9
60,151,2025-01-31,3,Sullivan-Davidson,Lake Jasonchester,Mexican,19,over,Appetizer,43,Lara and Sons,2.0
47,190,2025-02-11,4,Miller Inc,Lake Danielville,Chinese,3,small,Dessert,32,Rojas-Duncan,2.4
211,383,2025-02-17,2,Murphy and Sons,East Charlesberg,Italian,29,first,Dessert,8,Hamilton PLC,4.3
84,149,2025-02-07,1,"Cunningham, Turner and Gomez",North Beverlyview,Chinese,28,above,Main,45,"Edwards, Young and Lynch",4.8
58,343,2025-01-03,2,"Riley, Li and Lee",Lake Melissa,Mexican,12,fast,Main,26,Stark-Velez,4.5
152,181,2025-02-14,2,"Chan, Figueroa and Mcdonald",Port Tony,Chinese,28,program,Main,15,"Edwards, Young and Lynch",4.8
183,62,2025-01-24,1,"Hodges, Thornton and Ray",Warnerville,Mexican,18,follow,Main,42,"Stephens, Allison and Jordan",2.1
40,190,2025-01-29,3,Jenkins and Sons,Johnbury,Mexican,8,small,Dessert,32,Barrett-Perkins,1.5
30,344,2025-02-21,1,Austin-Garza,New Frankhaven,Chinese,6,sort,Appetizer,33,"Norton, Rodriguez and Morrison",2.0
103,140,2025-01-17,4,"Baker, Moore and Roach",West Hunter,Italian,18,ball,Dessert,42,"Stephens, Allison and Jordan",2.1
160,365,2025-01-11,1,Ponce-Montgomery,South Amberside,Indian,9,candidate,Appetizer,43,Henderson Ltd,3.8
220,75,2025-01-26,4,Herrera-Smith,Phillipsfurt,Chinese,2,take,Dessert,12,Diaz-Hernandez,4.7
275,205,2025-02-01,4,Trevino LLC,Anthonyborough,Indian,15,health,Appetizer,12,"Cook, Mcgrath and Nash",3.7
154,309,2025-02-22,4,"Mclaughlin, Marks and Gibbs",Christopherside,Chinese,16,personal,Appetizer,13,Coleman Group,2.0
247,98,2025-01-02,1,Scott-Schaefer,South Sierra,Italian,28,technology,Dessert,44,"Edwards, Young and Lynch",4.8
244,350,2025-02-02,4,"Cook, Moran and Alexander",Donaldberg,Chinese,19,off,Main,27,Lara and Sons,2.0
88,220,2025-01-31,2,Howard-Dyer,South Jacobton,Indian,14,still,Main,34,Koch-Lewis,4.5
6,397,2025-01-18,2,"Howard, Howard and White",New Joshuaberg,Indian,2,country,Dessert,17,Diaz-Hernandez,4.7
140,144,2025-01-30,1,Lambert LLC,Josetown,Mexican,3,similar,Main,42,Rojas-Duncan,2.4
165,323,2025-02-15,2,"Anderson, Pratt and Long",Marshallshire,Italian,4,star,Appetizer,44,Donovan-Brock,2.9
181,97,2025-02-12,1,Wilson Inc,Andrewton,Indian,10,natural,Appetizer,37,"Garcia, King and Rodriguez",2.4
285,58,2025-02-19,3,Short-Bernard,South Mark,Chinese,18,leave,Appetizer,6,"Stephens, Allison and Jordan",2.1
211,304,2025-02-08,1,Murphy and Sons,East Charlesberg,Italian,29,for,Dessert,14,Hamilton PLC,4.3
143,79,2025-02-04,3,"Cruz, Burns and Boyd",Frazierburgh,Chinese,27,past,Appetizer,44,"Miller, Rodriguez and Greer",1.8
154,285,2025-01-07,4,"Mclaughlin, Marks and Gibbs",Christopherside,Chinese,16,recent,Dessert,16,Coleman Group,2.0
141,367,2025-01-29,3,"Whitehead, Miller and Wallace",Taylormouth,Italian,27,above,Main,31,"Miller, Rodriguez and Greer",1.8
300,130,2025-01-10,1,Bowman PLC,Saratown,Chinese,20,deal,Dessert,38,Maxwell-Johnson,1.3
280,72,2025-01-20,2,Macias-Henry,South Erin,Indian,27,someone,Appetizer,7,"Miller, Rodriguez and Greer",1.8
192,82,2025-01-16,4,Nolan-Nguyen,Collinsfurt,Chinese,1,into,Appetizer,21,Hall and Sons,4.0
231,174,2025-01-22,2,Odom-Shaw,West Anthony,Mexican,17,lay,Dessert,31,Mcdonald Inc,4.7
39,216,2025-01-24,4,Anderson-Green,East Chase,Mexican,1,take,Main,40,Hall and Sons,4.0
160,283,2025-01-01,3,Ponce-Montgomery,South Amberside,Indian,9,eat,Dessert,11,Henderson Ltd,3.8
209,285,2025-01-22,4,Stephenson-Gonzalez,Dixonville,Mexican,5,recent,Dessert,16,"Mitchell, Martin and Ellis",1.6
49,192,2025-01-23,3,Zamora-Harris,Valerieland,Mexican,1,early,Dessert,42,Hall and Sons,4.0
209,106,2025-01-31,4,Stephenson-Gonzalez,Dixonville,Mexican,5,government,Main,12,"Mitchell, Martin and Ellis",1.6
277,90,2025-02-09,1,Mercer-Wood,Christineville,Italian,4,suffer,Appetizer,6,Donovan-Brock,2.9
228,175,2025-01-04,3,"Watson, Martin and Miller",Cooktown,Indian,22,rather,Dessert,39,Garner-Russo,4.2
87,216,2025-01-23,4,Johnson-Fuller,Lake Jenna,Italian,5,take,Main,40,"Mitchell, Martin and Ellis",1.6
111,225,2025-01-23,4,Arnold PLC,Justinport,Indian,10,seem,Appetizer,34,"Garcia, King and Rodriguez",2.4
135,241,2025-01-02,4,Green and Sons,Schultzmouth,Chinese,17,person,Dessert,30,Mcdonald Inc,4.7
232,46,2025-01-22,2,"Bryan, Jensen and Roberts",West Janefort,Indian,20,be,Main,8,Maxwell-Johnson,1.3
139,205,2025-01-01,4,Patrick Ltd,Lake John,Chinese,20,health,Appetizer,12,Maxwell-Johnson,1.3
29,219,2025-01-12,1,Glover-Smith,South Nicoleburgh,Indian,18,understand,Main,6,"Stephens, Allison and Jordan",2.1
206,94,2025-02-08,3,Martin-Peterson,Ballardton,Mexican,23,paper,Dessert,39,"Palmer, Webster and Daniels",3.2
277,382,2025-01-30,4,Mercer-Wood,Christineville,Italian,4,stop,Dessert,20,Donovan-Brock,2.9
274,282,2025-02-21,1,Perez-Clark,Sheriburgh,Mexican,8,bar,Main,43,Barrett-Perkins,1.5
119,284,2025-01-12,4,Ramirez-Jenkins,Donaldport,Chinese,19,majority,Appetizer,43,Lara and Sons,2.0
299,307,2025-02-01,1,Mullins-Huang,Harrismouth,Mexican,5,under,Appetizer,33,"Mitchell, Martin and Ellis",1.6
71,322,2025-02-01,2,Carroll-Boyd,Port Jasonbury,Chinese,24,then,Main,36,Russo-Terry,2.6
226,80,2025-01-19,4,Price-Petty,West Mariastad,Mexican,21,become,Dessert,11,Scott PLC,1.6
210,192,2025-02-01,1,Myers Group,West Danielle,Chinese,26,early,Dessert,42,"Fuentes, Mcdaniel and Elliott",4.0
8,256,2025-01-30,1,Lopez PLC,Port Thomastown,Mexican,13,employee,Main,27,Carson and Sons,4.4
213,23,2025-01-28,3,"Rodriguez, Hamilton and Gonzalez",Janetfort,Indian,17,rest,Dessert,46,Mcdonald Inc,4.7
89,308,2025-01-31,3,Sanders-Riley,Amybury,Chinese,5,lead,Appetizer,36,"Mitchell, Martin and Ellis",1.6
159,349,2025-02-03,1,"Evans, Holmes and Howell",Welchshire,Indian,23,effort,Main,29,"Palmer, Webster and Daniels",3.2
30,328,2025-02-08,3,Austin-Garza,New Frankhaven,Chinese,6,foot,Main,26,"Norton, Rodriguez and Morrison",2.0
157,311,2025-01-14,3,"Brown, Carrillo and Ryan",North Evelynbury,Italian,7,produce,Appetizer,28,Lewis-Randolph,2.6
296,91,2025-02-21,1,Moon-Heath,New Tamara,Italian,1,provide,Appetizer,32,Hall and Sons,4.0
3,96,2025-01-24,4,Murphy and Sons,Garciamouth,Chinese,13,nation,Main,49,Carson and Sons,4.4
182,160,2025-01-10,2,White-Thomas,Lake Bridgethaven,Chinese,17,but,Appetizer,20,Mcdonald Inc,4.7
198,66,2025-01-04,1,"Blake, Sanchez and Hodges",Dustinshire,Italian,3,prepare,Dessert,36,Rojas-Duncan,2.4
95,4,2025-02-17,2,Campbell-Parker,Lake Jessica,Indian,28,weight,Appetizer,41,"Edwards, Young and Lynch",4.8
28,258,2025-01-19,3,Rubio-Torres,Garciachester,Italian,13,then,Appetizer,5,Carson and Sons,4.4
237,174,2025-01-24,2,Ramirez-Wright,South Katie,Mexican,25,lay,Dessert,31,Sullivan-Lee,4.7
201,378,2025-01-12,3,Hartman Inc,East Dawnburgh,Indian,5,yeah,Main,32,"Mitchell, Martin and Ellis",1.6
258,231,2025-02-06,1,"Jackson, Snow and Williamson",North Derrick,Mexican,25,special,Appetizer,43,Sullivan-Lee,4.7
186,197,2025-01-08,1,"Bautista, Jensen and Stephenson",Dawnborough,Indian,24,education,Appetizer,25,Russo-Terry,2.6
4,46,2025-01-06,1,Martin-Lee,South Tamara,Italian,7,be,Main,8,Lewis-Randolph,2.6
128,20,2025-01-27,1,"Thomas, Wilson and Stevens",North Michaelshire,Italian,30,standard,Main,5,Miller-Graham,4.9
222,260,2025-01-12,4,Parker Ltd,Lake John,Chinese,22,situation,Appetizer,20,Garner-Russo,4.2
69,144,2025-01-11,4,"Rivas, Beasley and Perez",Princeville,Chinese,2,similar,Main,42,Diaz-Hernandez,4.7
186,242,2025-01-13,3,"Bautista, Jensen and Stephenson",Dawnborough,Indian,24,between,Appetizer,35,Russo-Terry,2.6
123,375,2025-01-15,2,"Hawkins, Davis and Brown",Batesmouth,Chinese,19,learn,Dessert,39,Lara and Sons,2.0
24,281,2025-02-07,4,"Hill, Barber and Hernandez",Port Joseph,Chinese,8,remain,Main,8,Barrett-Perkins,1.5
1,91,2025-01-26,3,Conway-Richmond,North Emilyfurt,Indian,19,provide,Appetizer,32,Lara and Sons,2.0
253,277,2025-02-22,1,Brooks-Jones,Lake Jason,Italian,15,smile,Dessert,6,"Cook, Mcgrath and Nash",3.7
277,184,2025-01-07,1,Mercer-Wood,Christineville,Italian,4,stock,Main,18,Donovan-Brock,2.9
176,243,2025-02-10,1,Miller-Clarke,Elizabethton,Mexican,4,challenge,Main,15,Donovan-Brock,2.9
239,150,2025-01-15,3,"Jones, Johnson and Garcia",Jennifermouth,Chinese,24,us,Dessert,8,Russo-Terry,2.6
278,347,2025-01-08,3,Santana PLC,Tarafort,Indian,22,commercial,Appetizer,33,Garner-Russo,4.2
78,237,2025-01-11,3,"Austin, Wells and Price",Dylanhaven,Mexican,2,investment,Main,46,Diaz-Hernandez,4.7
146,93,2025-02-22,4,Villarreal-Le,West Janet,Italian,8,establish,Appetizer,14,Barrett-Perkins,1.5
219,216,2025-01-20,1,Davies-Lloyd,Scottfort,Indian,24,take,Main,40,Russo-Terry,2.6
152,382,2025-01-29,3,"Chan, Figueroa and Mcdonald",Port Tony,Chinese,28,stop,Dessert,20,"Edwards, Young and Lynch",4.8
46,208,2025-02-21,4,Thomas Inc,Christineborough,Chinese,22,message,Appetizer,34,Garner-Russo,4.2
19,156,2025-01-18,1,"Rowe, Jensen and Howell",Kevinfort,Chinese,25,with,Appetizer,31,Sullivan-Lee,4.7
248,163,2025-02-02,3,"Cunningham, Smith and Hernandez",North Michele,Indian,16,say,Main,9,Coleman Group,2.0
24,94,2025-02-03,1,"Hill, Barber and Hernandez",Port Joseph,Chinese,8,paper,Dessert,39,Barrett-Perkins,1.5
281,60,2025-01-19,2,Gray LLC,Melvinmouth,Mexican,30,fire,Appetizer,10,Miller-Graham,4.9
58,199,2025-01-07,3,"Riley, Li and Lee",Lake Melissa,Mexican,12,once,Main,32,Stark-Velez,4.5
207,329,2025-01-28,3,"Williams, White and Rios",Mitchellfort,Chinese,22,build,Appetizer,26,Garner-Russo,4.2
284,85,2025-01-18,2,"Garcia, Meyer and Petersen",Rachelmouth,Chinese,15,skin,Dessert,41,"Cook, Mcgrath and Nash",3.7
155,174,2025-02-01,4,Thornton and Sons,Brandonstad,Chinese,23,lay,Dessert,31,"Palmer, Webster and Daniels",3.2
171,98,2025-01-15,2,Goodman LLC,West Kristyshire,Indian,21,technology,Dessert,44,Scott PLC,1.6
38,40,2025-02-14,4,"Cisneros, Smith and Clark",North Jacobhaven,Italian,13,top,Main,45,Carson and Sons,4.4
114,307,2025-01-02,4,Williams Ltd,Taylorstad,Indian,13,under,Appetizer,33,Carson and Sons,4.4
86,188,2025-01-15,4,Herrera-Lee,Coxchester,Chinese,9,check,Appetizer,8,Henderson Ltd,3.8
31,169,2025-02-17,1,Dennis Ltd,Georgeborough,Mexican,24,medical,Appetizer,7,Russo-Terry,2.6
213,212,2025-02-17,1,"Rodriguez, Hamilton and Gonzalez",Janetfort,Indian,17,gun,Appetizer,40,Mcdonald Inc,4.7
143,147,2025-01-03,1,"Cruz, Burns and Boyd",Frazierburgh,Chinese,27,child,Main,29,"Miller, Rodriguez and Greer",1.8
262,234,2025-02-18,1,Wagner and Sons,Floresview,Indian,4,head,Appetizer,35,Donovan-Brock,2.9
237,125,2025-01-30,2,Ramirez-Wright,South Katie,Mexican,25,wrong,Main,15,Sullivan-Lee,4.7
271,86,2025-01-27,1,Werner-Bender,New Grace,Italian,28,outside,Appetizer,34,"Edwards, Young and Lynch",4.8
294,194,2025-02-20,3,Moore-Hogan,Rayfort,Mexican,15,leave,Dessert,11,"Cook, Mcgrath and Nash",3.7
206,242,2025-01-31,4,Martin-Peterson,Ballardton,Mexican,23,between,Appetizer,35,"Palmer, Webster and Daniels",3.2
154,325,2025-02-17,1,"Mclaughlin, Marks and Gibbs",Christopherside,Chinese,16,significant,Main,7,Coleman Group,2.0
80,109,2025-01-15,3,Torres and Sons,Lauraview,Mexican,23,heavy,Main,24,"Palmer, Webster and Daniels",3.2
163,23,2025-01-28,3,Arroyo-Alvarez,West Catherine,Chinese,3,rest,Dessert,46,Rojas-Duncan,2.4
3,220,2025-02-08,4,Murphy and Sons,Garciamouth,Chinese,13,still,Main,34,Carson and Sons,4.4
163,204,2025-02-13,2,Arroyo-Alvarez,West Catherine,Chinese,3,already,Appetizer,28,Rojas-Duncan,2.4
223,257,2025-02-16,2,Woods-Weiss,Hernandezmouth,Italian,19,behind,Main,10,Lara and Sons,2.0
186,256,2025-01-25,3,"Bautista, Jensen and Stephenson",Dawnborough,Indian,24,employee,Main,27,Russo-Terry,2.6
39,238,2025-02-15,4,Anderson-Green,East Chase,Mexican,1,economic,Appetizer,26,Hall and Sons,4.0
223,161,2025-01-18,3,Woods-Weiss,Hernandezmouth,Italian,19,tough,Appetizer,6,Lara and Sons,2.0
15,399,2025-02-22,3,"Walker, Martin and Howard",Ericshire,Indian,5,heavy,Appetizer,14,"Mitchell, Martin and Ellis",1.6
262,284,2025-02-18,3,Wagner and Sons,Floresview,Indian,4,majority,Appetizer,43,Donovan-Brock,2.9
185,315,2025-02-06,3,"Smith, Henson and Pittman",Darrellmouth,Indian,18,give,Dessert,12,"Stephens, Allison and Jordan",2.1
128,287,2025-02-02,1,"Thomas, Wilson and Stevens",North Michaelshire,Italian,30,wife,Dessert,37,Miller-Graham,4.9
253,300,2025-02-11,3,Brooks-Jones,Lake Jason,Italian,15,reduce,Main,45,"Cook, Mcgrath and Nash",3.7
112,190,2025-01-08,3,"Hernandez, Fitzgerald and Thompson",Davidhaven,Italian,2,small,Dessert,32,Diaz-Hernandez,4.7
129,160,2025-02-08,1,Armstrong LLC,New Robert,Mexican,20,but,Appetizer,20,Maxwell-Johnson,1.3
104,172,2025-01-02,2,"Peterson, Torres and Thompson",New Rebeccabury,Italian,26,bring,Dessert,24,"Fuentes, Mcdaniel and Elliott",4.0
178,35,2025-01-28,4,Stafford-Chase,Denniston,Mexican,8,probably,Dessert,29,Barrett-Perkins,1.5
189,20,2025-01-31,1,"Rodriguez, Rogers and Chung",Port Isaacbury,Mexican,14,standard,Main,5,Koch-Lewis,4.5
135,317,2025-02-21,4,Green and Sons,Schultzmouth,Chinese,17,small,Appetizer,37,Mcdonald Inc,4.7
90,276,2025-01-05,2,Cooper-Marshall,Hallton,Mexican,9,main,Dessert,38,Henderson Ltd,3.8
144,393,2025-02-10,1,"Brown, Jenkins and Cobb",East Katieport,Indian,20,great,Dessert,8,Maxwell-Johnson,1.3
9,157,2025-01-30,3,Harris Ltd,Port Jessica,Italian,10,up,Main,39,"Garcia, King and Rodriguez",2.4
167,184,2025-02-01,2,Allen-Cook,Josephport,Mexican,8,stock,Main,18,Barrett-Perkins,1.5
230,109,2025-01-26,1,Washington PLC,South Victoria,Mexican,26,heavy,Main,24,"Fuentes, Mcdaniel and Elliott",4.0
111,107,2025-02-05,1,Arnold PLC,Justinport,Indian,10,wish,Main,46,"Garcia, King and Rodriguez",2.4
61,134,2025-02-03,1,Anderson Ltd,Lake Nathan,Indian,9,skill,Dessert,33,Henderson Ltd,3.8
293,167,2025-02-04,2,Lara-Williams,Port Rachel,Indian,24,wonder,Main,26,Russo-Terry,2.6
55,351,2025-02-09,3,"Bennett, Foley and Williams",North Perryborough,Mexican,28,skill,Main,13,"Edwards, Young and Lynch",4.8
222,178,2025-01-08,4,Parker Ltd,Lake John,Chinese,22,southern,Main,31,Garner-Russo,4.2
186,166,2025-02-11,2,"Bautista, Jensen and Stephenson",Dawnborough,Indian,24,sit,Main,16,Russo-Terry,2.6
77,394,2025-01-06,2,Wilson-Jackson,New Isaiah,Mexican,15,strategy,Appetizer,38,"Cook, Mcgrath and Nash",3.7
79,245,2025-01-10,3,Lewis-Garcia,West Granttown,Indian,18,catch,Main,26,"Stephens, Allison and Jordan",2.1
161,279,2025-01-26,4,Weaver-Soto,Yorkport,Italian,28,set,Main,30,"Edwards, Young and Lynch",4.8
73,347,2025-02-05,4,Santos-Williams,Thomaston,Chinese,11,commercial,Appetizer,33,"Cox, Singh and Moore",2.8
95,75,2025-01-18,1,Campbell-Parker,Lake Jessica,Indian,28,take,Dessert,12,"Edwards, Young and Lynch",4.8
213,283,2025-02-02,3,"Rodriguez, Hamilton and Gonzalez",Janetfort,Indian,17,eat,Dessert,11,Mcdonald Inc,4.7
281,167,2025-02-14,2,Gray LLC,Melvinmouth,Mexican,30,wonder,Main,26,Miller-Graham,4.9
178,266,2025-01-16,1,Stafford-Chase,Denniston,Mexican,8,energy,Main,24,Barrett-Perkins,1.5
223,228,2025-01-12,4,Woods-Weiss,Hernandezmouth,Italian,19,his,Appetizer,16,Lara and Sons,2.0
196,323,2025-02-08,4,Ramos-Garcia,Lake Kari,Mexican,16,star,Appetizer,44,Coleman Group,2.0
178,208,2025-01-09,4,Stafford-Chase,Denniston,Mexican,8,message,Appetizer,34,Barrett-Perkins,1.5
93,294,2025-01-22,1,Simmons Group,North Eric,Italian,26,research,Dessert,17,"Fuentes, Mcdaniel and Elliott",4.0
259,372,2025-02-19,2,Moss Ltd,Jarvisberg,Indian,27,none,Appetizer,21,"Miller, Rodriguez and Greer",1.8
134,17,2025-02-13,1,"Anderson, Ross and Wang",Port Cody,Mexican,19,can,Dessert,34,Lara and Sons,2.0
271,161,2025-01-15,1,Werner-Bender,New Grace,Italian,28,tough,Appetizer,6,"Edwards, Young and Lynch",4.8
75,113,2025-01-14,2,Duncan and Sons,Anthonyhaven,Chinese,1,tell,Appetizer,36,Hall and Sons,4.0
85,142,2025-02-15,1,"Duncan, Ortiz and Baker",Garciamouth,Chinese,29,different,Main,5,Hamilton PLC,4.3
